Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
timeless-diamond-necklace-18k-gold-0-50ct,,,,,,,,,White Gold,,,,,,,,NECKLACE-050-WG,0.0,,continue,manual,750.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_6.jpg?v=1761490627,2,"",,,,,,,,,,,,,kg,,,
timeless-diamond-necklace-18k-gold-0-50ct,,,,,,,,,Rose Gold,,,,,,,,NECKLACE-050-RG,0.0,,continue,manual,750.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_7.jpg?v=1761490646,3,"",,,,,,,,,,,,,kg,,,
timeless-diamond-earrings,Tijdloze diamanten oorbellen – 18K goud (lab-grown),"<p data-path-to-node=""3"">✨ <b data-path-to-node=""3"" data-index-in-node=""2"">Diamantopties:</b></p>
<ul data-path-to-node=""4"">
<li>
<p data-path-to-node=""4,0,0""><b data-path-to-node=""4,0,0"" data-index-in-node=""0"">Lab-Grown:</b> (0.30 ct / 0.50 ct / 1.00 ct D-VS2)</p>
</li>
<li>
<p data-path-to-node=""4,1,0""><b data-path-to-node=""4,1,0"" data-index-in-node=""0"">Natuurlijk:</b> (prijs op aanvraag)</p>
</li>
</ul>
<p data-path-to-node=""5"">💎 <b data-path-to-node=""5"" data-index-in-node=""3"">Personalisatie:</b></p>
<ul data-path-to-node=""6"">
<li>
<p data-path-to-node=""6,0,0""><b data-path-to-node=""6,0,0"" data-index-in-node=""0"">Kies uw diamantvorm:</b> Briljant (rond), Princess, Cushion, Ovaal, Emerald, Peer, Radiant, Asscher.</p>
</li>
<li>
<p data-path-to-node=""6,1,0"">Personaliseer met uw <b data-path-to-node=""6,1,0"" data-index-in-node=""21"">geboortesteen</b> voor een betekenisvol geschenk.</p>
</li>
</ul>
<p data-path-to-node=""7"">🎁 <b data-path-to-node=""7"" data-index-in-node=""3"">Het perfecte cadeau voor de feestdagen</b> Ontdek uw geboortesteen op onze website.</p>
<ul data-path-to-node=""8"">
<li>
<p data-path-to-node=""8,0,0"">Inclusief btw &amp; certificaat</p>
</li>
<li>
<p data-path-to-node=""8,1,0"">Luxe verpakking en gratis wereldwijde verzending</p>
</li>
<li>
<p data-path-to-node=""8,2,0"">Ambachtelijk vervaardigd in Antwerpen, België</p>
</li>
</ul>
<h3 data-path-to-node=""10"">Enkele suggesties voor de woordkeuze:</h3>
<ul data-path-to-node=""11"">
<li>
<p data-path-to-node=""11,0,0""><b data-path-to-node=""11,0,0"" data-index-in-node=""0"">""Oorknoppen"" vs ""Oorknopjes"":</b> Ik heb gekozen voor ""oorknoppen"" omdat dit iets volwassener en luxueuzer klinkt dan de verkleinvorm.</p>
</li>
<li>
<p data-path-to-node=""11,1,0""><b data-path-to-node=""11,1,0"" data-index-in-node=""0"">""Briljant"":</b> In het Nederlands gebruiken we vaak de term ""Briljant"" in plaats van ""Rond"" wanneer we het over de klassieke ronde slijpvorm van een diamant hebben.</p>
</li>
<li>
<p data-path-to-node=""11,2,0""><b data-path-to-node=""11,2,0"" data-index-in-node=""0"">""Ambachtelijk vervaardigd"":</b> Dit is de standaard vertaling voor <i data-path-to-node=""11,2,0"" data-index-in-node=""63"">handcrafted</i> in een luxe context; het benadrukt het vakmanschap.</p>
</li>
</ul>",Diamonds by CS,Apparel & Accessories > Jewelry > Earrings,Diamond Earrings,"18K Gold, birthstone, diamond earrings, Earrings, gift idea, handcrafted, Lab-Grown Diamond, Rose Gold, studs, timeless, White Gold, Yellow Gold",true,Color,rose-gold,product.metafields.shopify.color-pattern,Diamond Type,Lab-Grown 0.30ct,,,,,DBC-EARRINGS-TIMELESS-30LG-1,50.0,,deny,manual,490.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_9.jpg?v=1761491389,1,"",false,Timeless Diamond Earrings – 18K Gold | Diamonds by CS,"Shop timeless 18K gold diamond earrings handcrafted in Antwerp. Available with lab-grown or natural diamonds in yellow, white, or rose gold — perfect as a holiday gift or meaningful birthstone piece.",,rose-gold; yellow-gold; whte-gold,yellow-gold; rose-gold; white-gold,earings,,,,female,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_10.jpg?v=1761770574,kg,,,active
timeless-diamond-earrings,,,,,,,,,rose-gold,,,Lab-Grown 0.50ct,,,,,,50.0,,deny,manual,590.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_10.jpg?v=1761770574,2,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_10.jpg?v=1761770574,kg,,,
timeless-diamond-earrings,,,,,,,,,rose-gold,,,Lab-Grown 1.00ct,,,,,,50.0,,deny,manual,890.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_11.jpg?v=1761491410,3,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_10.jpg?v=1761770574,kg,,,
timeless-diamond-earrings,,,,,,,,,rose-gold,,,Natural Diamond,,,,,,50.0,,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_10.jpg?v=1761770574,kg,,,
timeless-diamond-earrings,,,,,,,,,yellow-gold,,,Lab-Grown 0.30ct,,,,,DBC-EARRINGS-TIMELESS-30LG-2,50.0,,deny,manual,490.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_11.jpg?v=1761491410,kg,,,
timeless-diamond-earrings,,,,,,,,,yellow-gold,,,Lab-Grown 0.50ct,,,,,,50.0,,deny,manual,590.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_11.jpg?v=1761491410,kg,,,
timeless-diamond-earrings,,,,,,,,,yellow-gold,,,Lab-Grown 1.00ct,,,,,,50.0,,deny,manual,890.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_11.jpg?v=1761491410,kg,,,
timeless-diamond-earrings,,,,,,,,,yellow-gold,,,Natural Diamond,,,,,,50.0,,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_11.jpg?v=1761491410,kg,,,
timeless-diamond-earrings,,,,,,,,,whte-gold,,,Lab-Grown 0.30ct,,,,,DBC-EARRINGS-TIMELESS-30LG-3,50.0,,deny,manual,490.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_9.jpg?v=1761491389,kg,,,
timeless-diamond-earrings,,,,,,,,,whte-gold,,,Lab-Grown 0.50ct,,,,,,50.0,,deny,manual,590.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_9.jpg?v=1761491389,kg,,,
timeless-diamond-earrings,,,,,,,,,whte-gold,,,Lab-Grown 1.00ct,,,,,,50.0,,deny,manual,890.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_9.jpg?v=1761491389,kg,,,
timeless-diamond-earrings,,,,,,,,,whte-gold,,,Natural Diamond,,,,,,50.0,,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_9.jpg?v=1761491389,kg,,,
timeless-diamond-necklace,Tijdloos diamanten collier – 18K goud (lab-grown of natuurlijk),"<p data-path-to-node=""1"">Een minimalistisch meesterwerk, ontworpen om elke dag te dragen. De <b data-path-to-node=""1"" data-index-in-node=""68"">Timeless Diamond Necklace</b> van Diamonds by CS is voorzien van een handgezette, briljantgeslepen diamant aan een verfijnde 18K gouden ketting — elegant, veelzijdig en het perfecte geschenk.</p>
<p data-path-to-node=""2"">✨ <b data-path-to-node=""2"" data-index-in-node=""2"">Beschikbaar in:</b></p>
<ul data-path-to-node=""3"">
<li>
<p data-path-to-node=""3,0,0"">18K geelgoud</p>
</li>
<li>
<p data-path-to-node=""3,1,0"">18K witgoud</p>
</li>
<li>
<p data-path-to-node=""3,2,0"">18K roségoud</p>
</li>
</ul>
<p data-path-to-node=""4"">💎 <b data-path-to-node=""4"" data-index-in-node=""3"">Diamantopties:</b></p>
<ul data-path-to-node=""5"">
<li>
<p data-path-to-node=""5,0,0""><b data-path-to-node=""5,0,0"" data-index-in-node=""0"">Lab-Grown 0.50 ct (D-VS2):</b> €750 – Inclusief btw &amp; certificaat</p>
</li>
<li>
<p data-path-to-node=""5,1,0""><b data-path-to-node=""5,1,0"" data-index-in-node=""0"">Lab-Grown 1.00 ct (D-VS2):</b> €1.190 – Inclusief btw &amp; certificaat</p>
</li>
<li>
<p data-path-to-node=""5,2,0""><b data-path-to-node=""5,2,0"" data-index-in-node=""0"">Natuurlijke diamant:</b> Prijs op aanvraag</p>
</li>
</ul>
<p data-path-to-node=""6""><i data-path-to-node=""6"" data-index-in-node=""0"">Let op: De getoonde vanafprijs is gebaseerd op de 0.50 ct lab-grown optie. De uiteindelijke prijs is afhankelijk van het karaatgewicht en het type diamant. Neem contact met ons op voor de prijzen van de 1.00 ct of natuurlijke diamanten.</i></p>
<p data-path-to-node=""7"">📦 <b data-path-to-node=""7"" data-index-in-node=""3"">Inclusief:</b></p>
<ul data-path-to-node=""8"">
<li>
<p data-path-to-node=""8,0,0"">Certificaat van echtheid</p>
</li>
<li>
<p data-path-to-node=""8,1,0"">Elegante verpakking</p>
</li>
<li>
<p data-path-to-node=""8,2,0"">Gratis wereldwijde verzending</p>
</li>
<li>
<p data-path-to-node=""8,3,0"">Ambachtelijk vervaardigd in Antwerpen, België</p>
</li>
</ul>",Diamonds by CS,Apparel & Accessories > Jewelry > Necklaces,Diamond Necklace,"18K Gold, diamond necklace, gift idea, handcrafted, Lab-Grown Diamond, Necklace, Rose Gold, timeless, White Gold, Yellow Gold",true,Color,white,product.metafields.shopify.color-pattern,Diamond Type,Lab-Grown 0.50ct,,,,,,0.0,,deny,manual,750.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_5.jpg?v=1761490616,1,"",false,Timeless Diamond Necklace – 18K Gold | Diamonds by CS,"Discover Diamonds by CS timeless diamond necklace, handcrafted in Antwerp with 18K gold and lab-grown or natural diamonds. Elegant, certified, and ready to wear.",adults,white; yellow-gold; rose-gold,gold; diamond,fine-jewelry,pendant,,,female,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_5.jpg?v=1761490616,kg,,,active
timeless-diamond-necklace,,,,,,,,,white,,,Lab-Grown 1.00ct,,,,,,0.0,,deny,manual,1190.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_6.jpg?v=1761490627,2,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_5.jpg?v=1761490616,kg,,,
timeless-diamond-necklace,,,,,,,,,yellow-gold,,,Lab-Grown 0.50ct,,,,,,0.0,,deny,manual,750.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_7.jpg?v=1761490646,3,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_6.jpg?v=1761490627,kg,,,
timeless-diamond-necklace,,,,,,,,,yellow-gold,,,Lab-Grown 1.00ct,,,,,,0.0,,deny,manual,1190.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_6.jpg?v=1761490627,kg,,,
timeless-diamond-necklace,,,,,,,,,rose-gold,,,Lab-Grown 0.50ct,,,,,,0.0,,deny,manual,750.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_7.jpg?v=1761490646,kg,,,
timeless-diamond-necklace,,,,,,,,,rose-gold,,,Lab-Grown 1.00ct,,,,,,0.0,,deny,manual,1190.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/unnamed_7.jpg?v=1761490646,kg,,,
solitaire-ring-no-side-diamonds,18K Gold Lab-Grown Diamond Solitaire Engagement Ring,"A timeless solitaire engagement ring showcasing a single D–VS2 lab-grown diamond, handcrafted in 18K gold for lasting brilliance and durability. Details• Center: Lab-grown diamond (D color, VS2 clarity)• Setting: Solitaire (no side diamonds)• Metal: 18K White, Yellow, or Rose Gold• Band width: ~1.8–2.0 mm• Finish: High polish• Sizing: Standard EU/US sizes (custom sizing available) What’s included• Complimentary resizing (first time)• Presentation box• Certificate for lab-grown diamond CareClean with mild soap and warm water; dry with a soft cloth. Annual inspection recommended.",Diamonds by CS,Apparel & Accessories > Jewelry > Rings,Solitaire Ring,"18K Gold, Engagement Ring, Lab-Grown Diamond, Rose Gold, Round, shape:round, Solitaire, White Gold, Yellow Gold",true,Metal Type,rose-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1.png?v=1760005514,1,"",false,,,,rose-gold; white; yellow-gold,white-gold; yellow-gold; rose-gold,fine-jewelry,,solitaire,3; 3-5; 4-5; 5; 5-5; 6-5; 7; 7-5; 8; 8-5; 9; 9-5; 10; 10-5,female,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4.png?v=1760005514,g,,,active
solitaire-ring-no-side-diamonds,,,,,,,,,white,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2.png?v=1760005514,2,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2.png?v=1760005514,g,,,
solitaire-ring-no-side-diamonds,,,,,,,,,yellow-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image3.png?v=1760005514,3,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6.png?v=1760005515,g,,,
solitaire-ring-no-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4.png?v=1760005514,4,"",,,,,,,,,,,,,,,,
solitaire-ring-no-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5.png?v=1760005514,5,"",,,,,,,,,,,,,,,,
solitaire-ring-no-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6.png?v=1760005515,6,"",,,,,,,,,,,,,,,,
halo-ring-round-with-side-diamonds,Halo Engagement Ring • Round Brilliant • Lab-Grown Diamond • 18K Gold,"Description A radiant halo engagement ring showcasing a brilliant round lab-grown diamond surrounded by a shimmering halo of fine side stones. Handcrafted in 18K gold, this design enhances the center diamond’s brilliance and symbolizes eternal beauty and connection. Each ring is ethically sourced, precision-crafted, and backed by a lifetime manufacturing warranty for complete peace of mind. Features Center Stone: IGI-certified lab-grown round brilliant diamond (D–VS2) Halo: 0.25 ct total weight of side diamonds Carat Options: 0.50 ct / 1.00 ct / 1.50 ct center stones Metal: 18K Gold (available in White, Yellow, or Rose Gold) Setting: Halo with pavé side diamonds Band Style: Micro-pavé with secure prongs Warranty: Lifetime craftsmanship guarantee Why You’ll Love It Captivating sparkle that catches light from every angle Ethically grown, expertly cut diamonds Handcrafted in your choice of 18K White, Yellow, or Rose Gold A timeless symbol of love and radiance",Diamonds by CS,Apparel & Accessories > Jewelry > Rings,Halo Ring,"18K Gold, Engagement Ring, Halo, Lab-Grown Diamond, Rose Gold, Round, shape:round, Side Diamonds, White Gold, Yellow Gold",true,Color,yellow-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_dbc38a42-7666-428c-b22c-f74e68bc457d.png?v=1760005962,1,"",false,,,,yellow-gold; white; rose-gold,,fine-jewelry,,halo,3; 3-5; 4-5; 5; 5-5; 6-5; 7; 7-5; 8; 8-5; 9; 9-5; 10; 10-5,female,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_5b5de540-3bbd-49fb-8f08-85183c20e5d9.png?v=1760005962,g,,,active
halo-ring-round-with-side-diamonds,,,,,,,,,white,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_459f03cc-0008-49b7-bfb4-5b1ec3f37471.png?v=1760005962,2,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6_b6033c6b-7f6f-4307-b466-b0e7bd32affa.png?v=1760005962,g,,,
halo-ring-round-with-side-diamonds,,,,,,,,,rose-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image3_75f99173-0811-4d84-bd45-df6ef139c616.png?v=1760005962,3,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_459f03cc-0008-49b7-bfb4-5b1ec3f37471.png?v=1760005962,g,,,
halo-ring-round-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_5b5de540-3bbd-49fb-8f08-85183c20e5d9.png?v=1760005962,4,"",,,,,,,,,,,,,,,,
halo-ring-round-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_f7698164-4eff-4ffe-ae29-9aeed112a4e1.png?v=1760005962,5,"",,,,,,,,,,,,,,,,
halo-ring-round-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6_b6033c6b-7f6f-4307-b466-b0e7bd32affa.png?v=1760005962,6,"",,,,,,,,,,,,,,,,
solitaire-ring-round-with-side-diamonds,18K Gold Round Lab-Grown Diamond Solitaire Engagement Ring with Side Diamonds,"A timeless solitaire engagement ring that embodies elegance and brilliance.This design features a round lab-grown diamond accentuated by fine side diamonds, creating a sophisticated balance of sparkle and simplicity. Handcrafted in 18K gold, each ring is ethically sourced, precision-crafted, and backed by a lifetime manufacturing warranty—a true reflection of enduring beauty and commitment. Features Center Stone: IGI-certified lab-grown round brilliant diamond (D–VS2) Side Stones: Pavé-set diamonds (0.20 ct total weight) Metal: 18K Gold (available in White, Yellow, or Rose Gold) Setting: Classic solitaire with accent side diamonds Band Style: Sleek micro-pavé design Warranty: Lifetime craftsmanship guarantee Why You’ll Love It Brilliant center diamond enhanced by subtle side sparkle Ethically grown and expertly cut lab-grown diamonds Handcrafted in luxurious 18K White, Yellow, or Rose Gold A modern take on a timeless symbol of love",Diamonds by CS,Apparel & Accessories > Jewelry > Rings,Solitaire Ring,"18K Gold, collection:solitaire, Engagement Ring, Lab-Grown Diamond, Rose Gold, Round, shape:round, Side Diamonds, Solitaire, Solitaire + Side Diamonds, White Gold, Yellow Gold",true,Color,yellow-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_5b0c3175-7459-42ee-a683-4b88d89b0a2a.png?v=1760006207,1,"",false,,,,yellow-gold; rose-gold; white,yellow-gold; rose-gold; white-gold,fine-jewelry,,solitaire,3; 3-5; 4-5; 5; 5-5; 6-5; 7; 7-5; 8; 8-5; 9; 9-5; 10; 10-5,female,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_305f5f0e-453b-42cb-9dd9-c98b8a6d12a6.png?v=1760006207,g,,,active
solitaire-ring-round-with-side-diamonds,,,,,,,,,rose-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_d56100f9-1bcd-40fa-9806-c579d9bbf808.png?v=1760006207,2,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_d56100f9-1bcd-40fa-9806-c579d9bbf808.png?v=1760006207,g,,,
solitaire-ring-round-with-side-diamonds,,,,,,,,,white,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image3_411590e2-5b52-44e9-9bb2-5ca952cb513b.png?v=1760006207,3,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6_e5fece3d-dd17-4c25-aa3e-467dc70d93be.png?v=1760006207,g,,,
solitaire-ring-round-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_305f5f0e-453b-42cb-9dd9-c98b8a6d12a6.png?v=1760006207,4,"",,,,,,,,,,,,,,,,
solitaire-ring-round-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_e79e687d-4989-4b52-bdae-eb1cb55ccf7a.png?v=1760006207,5,"",,,,,,,,,,,,,,,,
solitaire-ring-round-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6_e5fece3d-dd17-4c25-aa3e-467dc70d93be.png?v=1760006207,6,"",,,,,,,,,,,,,,,,
halo-ring-oval-with-side-diamonds,18K Gold Oval Lab-Grown Diamond Halo Engagement Ring with Side Diamonds,"A captivating halo engagement ring featuring an oval lab-grown diamond encircled by a dazzling halo of fine side diamonds. Handcrafted in 18K gold, this design enhances the diamond’s brilliance from every angle, symbolizing eternal love and radiance. Each ring is ethically sourced, precision-crafted, and backed by a lifetime manufacturing warranty for lasting beauty and confidence. Features Center Stone: IGI-certified lab-grown oval diamond (D–VS2) Halo: 0.25 ct total weight of side diamonds Metal: 18K Gold (available in White, Yellow, or Rose Gold) Setting: Oval halo with pavé side diamonds Band Style: Slim micro-pavé shank with secure prongs Warranty: Lifetime craftsmanship guarantee",Diamonds by CS,Apparel & Accessories > Jewelry > Rings,Halo Ring,"collection:halo, Engagement Ring, Halo, Halo + Side Diamonds, Lab-Grown Diamond, No Side Diamonds, Oval, Rose Gold, shape:oval, Side Diamonds, White Gold, Yellow Gold",true,Color,yellow-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_2ee58bc6-0100-4e05-902d-5edb5ff583ee.png?v=1760007819,1,"",false,,,,yellow-gold; whte-gold; rose-gold,,fine-jewelry,,halo,3; 3-5; 4-5; 5; 5-5; 6-5; 7; 7-5; 8; 8-5; 9; 9-5; 10; 10-5,female,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image3_8af5d645-82b7-4850-bf8b-96c61249b42d.png?v=1760007819,g,,,active
halo-ring-oval-with-side-diamonds,,,,,,,,,whte-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_744485f5-ce50-4293-a79b-0ea090be984a.png?v=1760007819,2,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_d570caa0-a432-4a25-864e-961e9e33f65f.png?v=1760007820,g,,,
halo-ring-oval-with-side-diamonds,,,,,,,,,rose-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image3_8af5d645-82b7-4850-bf8b-96c61249b42d.png?v=1760007819,3,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_2ee58bc6-0100-4e05-902d-5edb5ff583ee.png?v=1760007819,g,,,
halo-ring-oval-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_2586b4bc-faa0-46ed-ad5b-0ba5ae147716.png?v=1760007819,4,"",,,,,,,,,,,,,,,,
halo-ring-oval-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_d570caa0-a432-4a25-864e-961e9e33f65f.png?v=1760007820,5,"",,,,,,,,,,,,,,,,
halo-ring-oval-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6_ca2b548c-f214-43ab-8707-e0ebcb3f3bb9.png?v=1760007819,6,"",,,,,,,,,,,,,,,,
halo-ring-cushion-with-side-diamonds,18K Gold Cushion Lab-Grown Diamond Halo Engagement Ring with Side Diamonds,"A stunning fusion of vintage charm and modern brilliance.This elegant halo engagement ring features a cushion-cut lab-grown diamond surrounded by a radiant halo of side diamonds, amplifying its fire and sparkle from every angle. Handcrafted in 18K gold, each piece is ethically sourced, precision-polished, and backed by a lifetime manufacturing warranty — a timeless treasure that embodies love and craftsmanship. Features Center Stone: IGI-certified lab-grown cushion diamond (D–VS2) Halo: 0.25 ct total weight of side diamonds Metal: 18K Gold (available in White, Yellow, or Rose Gold) Setting: Cushion halo with pavé side diamonds Band Style: Elegant micro-pavé shank for added brilliance Warranty: Lifetime craftsmanship guarantee Why You’ll Love It Classic cushion cut radiates vintage-inspired beauty Ethically grown, lab-crafted diamonds for sustainable luxury Handcrafted in premium 18K gold finishes",Diamonds by CS,Apparel & Accessories > Jewelry > Rings,Halo Ring,"18K Gold, Cushion, Engagement Ring, Halo, Halo + Side Diamonds, Lab-Grown Diamond, Rose Gold, shape:cushion, Side Diamonds, White Gold, Yellow Gold",true,Color,rose-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_146b3c48-6421-4c90-80f9-fb01c4eebe63.png?v=1760007955,1,"",false,,,,rose-gold; yellow-gold; white,yellow-gold; rose-gold; white-gold,fine-jewelry,,halo,3; 3-5; 4-5; 5; 5-5; 6-5; 7; 7-5; 8; 8-5; 9; 9-5; 10; 10-5,female,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_fc36b3c8-fb0b-4852-8076-7b8245ea685d.png?v=1760007954,g,,,active
